	NCIH596Sskp140h1_h0	NCIH596Sskp140h2_h0	NCIH596S3skp143hHGF1_h3	NCIH596S3skp143hHGF2_h3	NCIH596S6skp146hHGF1_h6	NCIH596S6skp146hHGF2_h6	NCIH596S12skp1412hHGF1_h12	NCIH596S12skp1412hHGF2_h12
SOCS3:ENSG00000184557	635	877	479	751	407	781	348	297
SPEM2:ENSG00000184560	1	0	0	0	0	1	0	0
SLITRK6:ENSG00000184564	50	79	37	53	57	97	144	72
PIWIL3:ENSG00000184571	0	0	0	0	0	0	0	0
LPAR5:ENSG00000184574	56	55	12	26	15	38	36	31
XPOT:ENSG00000184575	2455	2927	2140	2900	2488	4259	2655	1677
STING1:ENSG00000184584	1555	2038	1058	1546	969	1814	1423	775
PDE4B:ENSG00000184588	183	238	81	108	89	167	140	99
TAFA3:ENSG00000184599	0	1	1	1	0	2	2	1
C14orf180:ENSG00000184601	0	0	0	0	0	0	0	0
SNN:ENSG00000184602	803	1027	572	908	467	768	713	505
KCNH7:ENSG00000184611	0	0	0	0	0	0	0	0
RPL7P26:ENSG00000184612	0	0	0	0	0	0	0	0
NELL2:ENSG00000184613	9	3	2	3	3	12	3	3
SPDYE12P:ENSG00000184616	0	0	0	0	0	0	0	0
ZNF840P:ENSG00000184617	0	0	0	0	0	0	0	0
KRBA2:ENSG00000184619	55	50	7	12	5	22	24	10
ZNF72P:ENSG00000184624	0	0	0	0	0	0	0	0
MED12:ENSG00000184634	786	1121	493	773	424	836	969	309
ZNF93:ENSG00000184635	2	2	0	0	1	2	3	1
SEPTIN9:ENSG00000184640	5126	6661	4951	7176	5587	10149	6855	3902
PRSS55:ENSG00000184647	0	0	0	0	0	0	0	0
ODF4:ENSG00000184650	0	0	0	0	0	0	0	0
FOXD4L4:ENSG00000184659	2	0	2	2	0	1	0	0
CDCA2:ENSG00000184661	499	724	176	292	291	568	393	232
OR7E14P:ENSG00000184669	1	1	2	1	0	1	0	0
RALYL:ENSG00000184672	0	0	0	1	0	0	0	0
AMER1:ENSG00000184675	245	286	327	481	225	440	406	194
ZBTB40:ENSG00000184677	733	917	363	576	613	1025	1712	665
H2BC21:ENSG00000184678	476	594	249	373	176	320	274	149
CLDN6:ENSG00000184697	2	0	2	2	2	4	3	3
OR51M1:ENSG00000184698	0	0	0	0	0	0	0	0
SEPTIN5:ENSG00000184702	120	150	91	149	96	154	208	90
EIF4ENIF1:ENSG00000184708	172	238	207	300	208	345	304	156
LRRC26:ENSG00000184709	8	15	7	8	2	12	2	4
SERINC4:ENSG00000184716	4	4	1	2	1	3	0	1
RNLS:ENSG00000184719	123	152	94	127	92	132	112	60
KRTAP6-1:ENSG00000184724	0	0	0	0	0	0	0	0
APOBR:ENSG00000184730	5	4	3	3	0	3	1	0
FAM110C:ENSG00000184731	423	538	396	546	424	918	303	212
DDX53:ENSG00000184735	0	0	0	0	1	0	0	0
OR5AQ1P:ENSG00000184741	0	0	0	0	0	0	0	0
ATL3:ENSG00000184743	2747	3738	1726	2634	2089	3823	3468	1847
NDUFA12:ENSG00000184752	430	492	331	466	318	589	382	289
PRSS40B:ENSG00000184761	0	0	0	0	0	0	0	0
MGAT4EP:ENSG00000184774	0	0	0	0	0	0	0	0
SMIM10:ENSG00000184785	29	47	19	32	11	23	20	8
TCTE3:ENSG00000184786	24	51	19	42	31	40	48	19
UBE2G2:ENSG00000184787	1206	1616	1179	1873	1680	2663	3680	1242
SATL1:ENSG00000184788	0	0	0	0	0	0	0	0
OR4C10P:ENSG00000184789	0	0	0	0	0	0	0	0
OSBP2:ENSG00000184792	212	264	466	547	562	1211	597	430
UNC93B5:ENSG00000184795	0	0	0	0	0	0	0	0
TRARG1:ENSG00000184811	0	0	0	0	0	0	0	0
PRR23B:ENSG00000184814	0	0	0	0	0	0	0	0
ZBTB7C:ENSG00000184828	3	1	0	0	0	2	0	0
APOO:ENSG00000184831	227	349	202	290	218	375	218	173
PRR16:ENSG00000184838	0	1	1	1	0	1	1	2
TMED9:ENSG00000184840	4801	5983	3559	4861	4457	8197	4945	3953
CYCSP45:ENSG00000184844	0	0	0	0	0	0	1	0
DRD1:ENSG00000184845	6	5	4	2	1	6	2	3
TMEM186:ENSG00000184857	210	305	202	279	218	386	273	172
SDR42E1:ENSG00000184860	281	345	139	194	182	314	273	131
RBM33:ENSG00000184863	978	1229	490	900	712	1209	1863	696
ARMCX2:ENSG00000184867	144	180	59	114	67	143	192	88
BTBD6:ENSG00000184887	489	656	387	585	428	825	543	384
SRY:ENSG00000184895	0	0	0	0	0	0	0	0
H1-10:ENSG00000184897	2223	2710	1331	1550	848	1565	960	895
RBM43:ENSG00000184898	217	259	49	77	79	107	115	63
SUMO3:ENSG00000184900	1844	2362	1422	2053	1645	2642	1708	1365
IMMP2L:ENSG00000184903	47	69	33	78	41	64	49	39
TCEAL2:ENSG00000184905	0	0	0	0	0	0	0	0
AMYH02020865.1:ENSG00000184906	0	2	1	2	1	0	1	0
CLCNKB:ENSG00000184908	2	1	3	5	1	2	0	1
DMRTC1B:ENSG00000184911	0	0	0	0	0	0	0	0
JAG2:ENSG00000184916	2340	3012	1084	1453	803	1501	2119	946
FMNL1:ENSG00000184922	97	100	72	100	42	101	112	45
NUTM2A:ENSG00000184923	11	5	3	20	4	22	19	0
PTRHD1:ENSG00000184924	139	168	126	170	117	198	77	83
LCN12:ENSG00000184925	9	23	9	17	11	10	16	4
OR6A2:ENSG00000184933	0	1	1	0	0	0	0	1
WT1:ENSG00000184937	0	0	0	0	0	0	0	0
ZFP90:ENSG00000184939	403	492	164	243	201	308	366	160
AQP12A:ENSG00000184945	0	0	0	0	0	0	0	0
FAM227A:ENSG00000184949	59	104	19	46	34	54	86	24
OR6C70:ENSG00000184954	0	0	0	0	0	0	0	0
MUC6:ENSG00000184956	0	1	0	0	0	0	0	0
RPL7AP49:ENSG00000184961	6	0	1	3	0	5	7	0
NOC4L:ENSG00000184967	184	246	199	274	283	552	275	217
USP18:ENSG00000184979	701	751	427	574	411	772	231	174
NDUFA6:ENSG00000184983	567	662	463	609	422	791	477	395
CHRM5:ENSG00000184984	0	1	1	2	0	0	1	0
SORCS2:ENSG00000184985	658	789	470	654	428	831	510	261
TMEM121:ENSG00000184986	17	33	14	27	11	25	20	13
TMEM106A:ENSG00000184988	25	30	14	36	30	49	29	22
SIVA1:ENSG00000184990	477	623	299	470	368	676	496	357
BRI3BP:ENSG00000184992	626	780	595	834	772	1504	1152	645
IFNE:ENSG00000184995	90	156	137	201	160	267	407	78
SLC22A10:ENSG00000184999	0	0	0	0	0	0	0	0
DGAT1:ENSG00000185000	453	628	340	542	378	717	557	287
RFX6:ENSG00000185002	0	0	0	0	0	0	0	0
ROBO2:ENSG00000185008	1	2	1	1	0	3	3	0
AP3M1:ENSG00000185009	908	1236	667	978	780	1253	1051	614
F8:ENSG00000185010	232	310	193	197	132	257	138	81
NT5C1B:ENSG00000185013	0	0	0	0	0	0	0	0
CA13:ENSG00000185015	13	18	14	29	17	33	21	15
UBOX5:ENSG00000185019	144	192	103	148	98	195	114	69
MAFF:ENSG00000185022	394	460	1318	1763	581	1107	346	247
BRF1:ENSG00000185024	390	530	263	356	265	443	426	209
LRRC14B:ENSG00000185028	0	0	4	4	1	8	5	2
SLC2A3P2:ENSG00000185031	0	2	0	1	0	0	1	0
SEMA4B:ENSG00000185033	2913	3947	4504	6637	4839	9427	5902	3309
ZNF733P:ENSG00000185037	0	0	0	0	0	0	0	0
MROH2A:ENSG00000185038	9	30	7	10	5	7	11	1
SPDYE16:ENSG00000185040	0	1	0	0	1	0	0	1
CIB1:ENSG00000185043	985	1368	828	1289	1089	1918	1271	967
ANKS1B:ENSG00000185046	0	0	0	0	0	0	0	0
NELFA:ENSG00000185049	325	429	271	389	300	581	418	263
SLC24A3:ENSG00000185052	0	0	0	0	0	1	1	0
SGCZ:ENSG00000185053	1	0	0	0	0	0	1	0
EFCAB10:ENSG00000185055	0	0	0	0	0	0	0	0
C5orf47:ENSG00000185056	0	1	0	0	0	0	0	0
KRT76:ENSG00000185069	0	0	0	0	0	0	0	0
FLRT2:ENSG00000185070	1322	1785	1233	1721	1654	2952	3390	1425
OR7E31P:ENSG00000185074	1	0	0	0	0	0	0	0
RPL9P14:ENSG00000185078	0	0	0	0	0	0	0	0
INTS5:ENSG00000185085	533	730	583	745	562	1047	546	413
RPS27L:ENSG00000185088	365	463	289	377	254	438	296	198
MANEAL:ENSG00000185090	629	922	539	802	816	1480	963	657
ADSS1:ENSG00000185100	77	107	41	105	40	72	84	26
ANO9:ENSG00000185101	271	356	123	234	137	277	444	129
FAF1:ENSG00000185104	855	1140	719	971	758	1383	1020	735
MYADML2:ENSG00000185105	0	0	0	0	0	0	0	0
FAM43A:ENSG00000185112	590	735	456	503	277	625	288	199
NSMCE3:ENSG00000185115	351	415	274	400	345	548	332	285
HSF1:ENSG00000185122	877	1225	870	1309	1054	1898	1348	726
C6orf120:ENSG00000185127	347	477	320	471	352	656	352	231
PURA:ENSG00000185129	771	974	775	1085	815	1487	1514	705
H2BC13:ENSG00000185130	2	0	1	0	2	4	2	0
INPP5J:ENSG00000185133	50	60	19	29	14	27	46	13
NPY2R:ENSG00000185149	0	0	0	0	0	0	0	0
MIXL1:ENSG00000185155	0	0	0	0	0	0	0	0
MFSD6L:ENSG00000185156	0	0	0	0	0	0	0	0
LRRC37B:ENSG00000185158	64	75	25	49	42	43	71	28
DDX51:ENSG00000185163	171	241	204	301	283	498	390	175
NOMO2:ENSG00000185164	6023	7547	4662	6450	5259	10494	7910	4482
AQP12B:ENSG00000185176	0	0	0	0	0	0	0	0
ZNF479:ENSG00000185177	0	0	0	0	0	0	0	0
GOLGA8EP:ENSG00000185182	0	1	0	0	2	2	3	0
SIGIRR:ENSG00000185187	149	201	116	160	102	196	114	82
NRBP2:ENSG00000185189	677	1045	432	772	488	853	1205	344
PRSS57:ENSG00000185198	0	0	0	0	0	0	0	0
IFITM2:ENSG00000185201	1212	1413	952	1410	987	1909	914	849
TNFAIP2:ENSG00000185215	1179	1531	934	1631	502	925	725	393
ZNF445:ENSG00000185219	346	460	209	327	241	444	677	203
PGBD2:ENSG00000185220	122	188	105	149	105	189	169	84
GAPDHP24:ENSG00000185221	0	0	0	0	0	0	0	0
TCEAL9:ENSG00000185222	1395	1603	924	1391	873	1562	1767	1003
MC2R:ENSG00000185231	0	0	0	0	0	0	0	0
RAB11B:ENSG00000185236	967	1309	816	1176	843	1403	932	568
PRMT3:ENSG00000185238	315	438	328	471	460	863	611	390
GP1BA:ENSG00000185245	0	0	0	0	0	0	0	0
PRPF39:ENSG00000185246	546	754	492	741	580	956	963	438
MAGEA11:ENSG00000185247	0	3	1	1	1	7	0	3
PPIL6:ENSG00000185250	14	12	9	15	9	9	4	1
ZNF74:ENSG00000185252	118	173	146	196	155	298	218	124
KIAA0825:ENSG00000185261	24	21	13	22	8	18	12	4
UBALD2:ENSG00000185262	561	722	195	307	219	366	336	331
TEX33:ENSG00000185264	0	0	0	0	0	0	0	0
CDNF:ENSG00000185267	10	18	7	7	1	6	5	3
NOTUM:ENSG00000185269	9	17	3	3	4	7	9	2
KLHL33:ENSG00000185271	1	2	0	1	0	0	1	0
RBM11:ENSG00000185272	15	21	13	16	19	28	11	3
GALNT17:ENSG00000185274	0	0	0	0	0	0	0	0
CD24P4:ENSG00000185275	0	0	0	0	0	0	0	0
ZBTB37:ENSG00000185278	418	514	221	349	269	470	708	215
NUPR2:ENSG00000185290	0	0	0	0	0	0	0	0
IL3RA:ENSG00000185291	5	3	4	5	0	7	1	1
SPPL2C:ENSG00000185294	0	0	0	0	0	0	0	0
AC026785.1:ENSG00000185296	0	1	0	1	0	0	0	0
CCDC137:ENSG00000185298	516	672	542	782	803	1463	1013	603
SFTPA2:ENSG00000185303	0	0	0	0	0	2	1	0
RGPD2:ENSG00000185304	9	6	0	8	8	0	19	3
ARL15:ENSG00000185305	252	360	212	286	193	367	225	201
C12orf56:ENSG00000185306	0	0	0	1	0	3	3	0
SCN10A:ENSG00000185313	0	0	0	0	0	0	0	0
SSXP4:ENSG00000185319	0	0	0	0	0	0	0	0
CDK10:ENSG00000185324	539	822	307	484	406	750	972	302
SOCS1:ENSG00000185338	79	115	189	192	150	293	65	53
TCN2:ENSG00000185339	144	182	100	147	85	181	98	74
GAS2L1:ENSG00000185340	290	408	178	262	227	384	367	209
ATP6V0A2:ENSG00000185344	305	384	390	592	435	948	471	241
PRKN:ENSG00000185345	3	0	1	2	1	0	0	1
TEDC1:ENSG00000185347	184	288	116	174	147	241	215	121
HS6ST3:ENSG00000185352	14	22	6	19	11	33	25	14
HGS:ENSG00000185359	1524	2254	1325	1965	1843	3042	3145	1313
TNFAIP8L1:ENSG00000185361	200	292	71	140	107	207	153	110
OR2V1:ENSG00000185372	0	0	0	0	0	0	0	0
RAD51D:ENSG00000185379	168	202	121	175	132	280	243	117
OR7A17:ENSG00000185385	0	0	0	0	0	0	0	0
MAPK11:ENSG00000185386	283	373	155	285	195	352	265	140
FGF7P2:ENSG00000185390	0	0	0	0	0	0	0	0
SP140L:ENSG00000185404	639	674	451	639	436	742	564	316
MRPL30:ENSG00000185414	552	787	563	705	633	1069	715	505
TARS3:ENSG00000185418	134	154	106	159	121	205	164	90
SMYD3:ENSG00000185420	161	187	143	176	139	227	176	129
METTL7A:ENSG00000185432	39	62	19	39	9	18	13	6
IFNLR1:ENSG00000185436	114	135	51	87	75	170	173	97
SH3BGR:ENSG00000185437	30	31	16	26	8	15	11	7
FAM174B:ENSG00000185442	7	16	0	5	2	1	2	0
FAM47A:ENSG00000185448	0	0	0	0	0	0	0	0
ZSWIM9:ENSG00000185453	227	248	93	139	122	229	269	105
KPNA7:ENSG00000185467	4	2	4	4	2	4	0	0
TMEM179B:ENSG00000185475	278	393	202	285	218	406	220	165
GPRIN3:ENSG00000185477	3	2	0	2	1	0	0	0
KRT6B:ENSG00000185479	52	69	92	113	162	471	246	245
PARPBP:ENSG00000185480	178	233	97	139	114	151	103	69
STAC3:ENSG00000185482	4	4	3	1	3	8	9	3
ROR1:ENSG00000185483	297	404	400	523	493	940	329	210
SDHAP1:ENSG00000185485	291	391	212	393	253	388	863	236
AC138393.1:ENSG00000185495	117	183	48	113	95	135	214	52
MUC1:ENSG00000185499	2141	2781	1555	2132	1327	2184	2124	714
FAAP100:ENSG00000185504	480	709	513	760	652	1223	832	396
IRF7:ENSG00000185507	1899	2262	1186	1488	1060	2190	983	841
L3MBTL1:ENSG00000185513	604	833	211	357	188	320	850	167
BRCC3:ENSG00000185515	714	1030	522	709	609	926	1011	542
SV2B:ENSG00000185518	0	1	0	0	0	0	0	0
FAM131C:ENSG00000185519	19	28	20	37	23	40	45	26
LMNTD2:ENSG00000185522	71	122	44	76	37	89	72	42
SPATA45:ENSG00000185523	1	0	1	0	0	1	0	1
PDE6G:ENSG00000185527	0	2	1	4	1	1	2	1
PRKG1:ENSG00000185532	14	18	12	15	9	11	7	1
NR2F2:ENSG00000185551	1422	1920	917	1486	1655	2544	2370	1002
DLK1:ENSG00000185559	0	0	0	0	0	0	0	0
TLCD2:ENSG00000185561	247	310	162	267	98	214	246	114
LSAMP:ENSG00000185565	1	7	2	2	0	2	3	4
AHNAK2:ENSG00000185567	8111	10529	4710	6893	4105	7398	12744	4088
OLFML2A:ENSG00000185585	2904	3438	1620	2309	1207	2745	1409	707
SP1:ENSG00000185591	1933	2455	766	1138	876	1402	1822	811
WASH3P:ENSG00000185596	225	369	175	246	249	339	526	214
ACTBP7:ENSG00000185607	0	2	1	1	1	3	2	2
MRPL40:ENSG00000185608	591	691	425	624	435	776	444	357
DBX2:ENSG00000185610	0	0	0	0	0	0	0	0
INKA1:ENSG00000185614	79	108	78	118	55	102	86	68
PDIA2:ENSG00000185615	0	1	0	2	1	1	0	0
PCGF3:ENSG00000185619	667	924	621	917	646	1153	985	495
LMLN:ENSG00000185621	437	624	232	385	286	535	594	213
P4HB:ENSG00000185624	21761	27526	16012	23151	18374	37474	23301	16492
PSMD13:ENSG00000185627	1394	1886	1225	1837	1531	2656	1674	1409
PBX1:ENSG00000185630	3539	4334	2075	2912	1619	2741	1906	1075
RPL14P6:ENSG00000185631	0	0	0	1	0	0	0	0
NDUFA4L2:ENSG00000185633	9	12	2	6	1	11	10	3
SHC4:ENSG00000185634	2	8	6	6	5	7	3	1
FTH1P14:ENSG00000185638	0	0	0	0	0	0	0	0
KRT79:ENSG00000185640	0	0	1	0	0	2	2	0
AC034236.1:ENSG00000185641	46	73	65	69	61	76	31	47
ZFP36L1:ENSG00000185650	3299	4639	8568	10095	4766	8097	3914	2008
UBE2L3:ENSG00000185651	1326	1851	1164	1690	1235	2383	1360	1038
NTF3:ENSG00000185652	0	0	0	0	0	0	0	0
BRWD1:ENSG00000185658	1286	1617	773	1082	820	1408	1659	703
SMIM23:ENSG00000185662	0	0	0	0	0	0	0	0
PMEL:ENSG00000185664	20	29	21	27	10	26	16	8
SYN3:ENSG00000185666	0	0	0	0	0	0	0	0
POU3F1:ENSG00000185668	16	24	5	11	11	11	19	12
SNAI3:ENSG00000185669	2	1	0	2	0	1	0	1
ZBTB3:ENSG00000185670	72	89	36	34	36	59	52	29
LYG2:ENSG00000185674	0	0	0	0	0	0	1	0
MORN5:ENSG00000185681	0	0	0	0	0	0	0	0
EP400P1:ENSG00000185684	196	373	178	284	236	384	671	194
PRAME:ENSG00000185686	0	0	0	0	0	0	0	0
C6orf201:ENSG00000185689	0	1	1	0	0	0	0	0
MYBL1:ENSG00000185697	373	465	218	329	195	351	556	209
OR5M5P:ENSG00000185701	0	0	0	0	0	0	0	0
SMG1P4:ENSG00000185710	112	104	109	175	62	164	241	82
MOSMO:ENSG00000185716	252	335	503	808	618	1060	635	326
DRG1:ENSG00000185721	452	573	423	548	552	941	504	423
ANKFY1:ENSG00000185722	1969	2616	1283	1856	1643	2917	2562	1129
YTHDF3:ENSG00000185728	1548	1959	1396	2000	1593	2664	1619	1021
ZNF696:ENSG00000185730	100	109	92	129	123	210	140	74
ADARB2:ENSG00000185736	0	2	2	4	2	6	2	0
NRG3:ENSG00000185737	0	0	0	0	0	0	0	0
SRL:ENSG00000185739	0	2	0	2	1	1	2	0
C11orf87:ENSG00000185742	16	17	11	11	9	24	26	8
IFIT1:ENSG00000185745	5470	5588	2393	3210	2316	4795	1141	987
CXorf38:ENSG00000185753	311	403	383	478	404	710	504	282
CLDN24:ENSG00000185758	1	0	2	0	0	1	5	2
KCNQ5:ENSG00000185760	24	27	16	17	58	148	117	64
ADAMTSL5:ENSG00000185761	247	365	250	419	300	538	435	199
KCNIP4:ENSG00000185774	0	0	0	0	0	0	0	0
SPATA31A6:ENSG00000185775	0	0	0	0	0	0	0	0
MORF4L1:ENSG00000185787	3934	5054	3457	4726	3253	5796	3510	2608
NLRP9:ENSG00000185792	0	0	0	0	0	0	0	0
WDR53:ENSG00000185798	260	388	269	435	284	485	308	186
DMWD:ENSG00000185800	579	764	501	717	608	965	972	445
SLC52A2:ENSG00000185803	854	1174	983	1500	1575	3220	1679	1152
PIGP:ENSG00000185808	210	281	155	203	148	351	175	116
IKZF1:ENSG00000185811	2	1	5	1	0	2	2	1
PCYT2:ENSG00000185813	1189	1566	928	1445	1171	1790	1246	794
NAT8L:ENSG00000185818	22	14	16	19	23	51	28	7
OR6C76:ENSG00000185821	0	0	0	0	0	0	0	0
NPAP1:ENSG00000185823	0	0	0	0	0	0	0	0
BCAP31:ENSG00000185825	5389	6732	3773	5538	4835	9254	4919	4090
ARL17A:ENSG00000185829	179	249	58	100	73	109	292	66
RPL12P4:ENSG00000185834	23	38	33	31	21	47	23	22
GNB1L:ENSG00000185838	272	352	407	616	367	681	306	185
AL035411.1:ENSG00000185839	23	24	26	21	34	42	25	21
DNAH14:ENSG00000185842	84	106	95	90	123	192	188	94
CCDC190:ENSG00000185860	0	0	0	0	0	0	0	0
EVI2B:ENSG00000185862	12	12	3	5	7	5	12	11
TMEM210:ENSG00000185863	0	0	0	0	0	0	0	0
NPIPB4:ENSG00000185864	171	312	228	427	216	363	588	148
ZNF829:ENSG00000185869	0	0	0	0	0	0	0	0
TMPRSS11B:ENSG00000185873	0	0	1	0	0	4	2	2
THNSL1:ENSG00000185875	118	134	75	74	63	105	47	28
TRIM69:ENSG00000185880	677	767	343	460	240	434	165	148
ATP6V0C:ENSG00000185883	1742	2330	1589	2109	1772	3395	1892	1461
IFITM1:ENSG00000185885	6455	6280	4344	5417	3556	8067	3186	3407
PRSS38:ENSG00000185888	0	0	0	0	0	0	0	0
BPY2C:ENSG00000185894	0	0	0	0	0	0	0	0
LAMP1:ENSG00000185896	4208	5458	3039	4445	3411	6647	4465	2661
FFAR3:ENSG00000185897	0	0	0	0	0	0	0	0
TAS2R60:ENSG00000185899	0	0	0	0	0	0	0	0
POMK:ENSG00000185900	58	88	46	78	46	104	113	38
OR11N1P:ENSG00000185903	0	0	0	0	0	0	0	0
C16orf54:ENSG00000185905	0	0	0	0	0	0	0	0
KLHDC8B:ENSG00000185909	322	417	148	241	129	181	152	147
KLHL34:ENSG00000185915	0	0	0	0	0	0	0	0
SETD4:ENSG00000185917	276	369	191	304	235	401	399	177
PTCH1:ENSG00000185920	275	338	48	92	57	81	250	88
RTN4RL1:ENSG00000185924	84	95	38	44	37	72	111	48
OR4C46:ENSG00000185926	0	0	0	0	0	0	0	0
CALHM1:ENSG00000185933	0	0	0	0	0	0	0	0
KRTAP5-5:ENSG00000185940	0	0	0	0	0	0	0	0
NKAIN3:ENSG00000185942	0	0	0	0	0	0	0	0
RNPC3:ENSG00000185946	281	333	78	152	139	198	378	120
ZNF267:ENSG00000185947	208	227	186	293	217	392	320	172
IRS2:ENSG00000185950	628	817	373	502	382	708	521	265
C7orf61:ENSG00000185955	1	5	0	7	0	3	2	2
FAM186A:ENSG00000185958	0	0	0	0	0	0	0	0
SHOX:ENSG00000185960	0	0	0	0	0	0	0	0
LCE3A:ENSG00000185962	0	0	0	0	0	0	0	0
BICD2:ENSG00000185963	1201	1630	1360	1811	1409	2277	1940	946
LCE3E:ENSG00000185966	1	0	1	0	1	5	3	3
CCIN:ENSG00000185972	0	0	1	0	1	1	1	2
TMLHE:ENSG00000185973	409	505	279	397	312	509	449	255
GRK1:ENSG00000185974	5	5	0	3	2	1	1	0
DEFB128:ENSG00000185982	0	0	0	0	0	0	0	0
SLITRK2:ENSG00000185985	0	0	0	0	0	0	0	0
SDHAP3:ENSG00000185986	51	66	42	82	66	100	121	57
PLK5:ENSG00000185988	0	7	0	1	0	0	1	0
RASA3:ENSG00000185989	281	380	267	401	443	754	710	328
LRCH3:ENSG00000186001	672	911	537	798	613	1038	1047	485
LEMD1:ENSG00000186007	5	10	6	8	3	9	14	4
RPS4XP21:ENSG00000186008	0	0	0	0	0	0	0	0
ATP4B:ENSG00000186009	0	0	0	0	0	0	0	0
NDUFA13:ENSG00000186010	1203	1502	915	1368	990	1801	797	863
ZNF566:ENSG00000186017	94	101	82	111	94	162	119	69
ZNF529:ENSG00000186020	128	197	157	226	153	252	229	112
ZNF284:ENSG00000186026	29	36	27	42	28	47	83	24
HTR3E:ENSG00000186038	0	2	0	1	1	0	0	0
DLEU7:ENSG00000186047	0	0	0	0	0	0	0	0
KRT73:ENSG00000186049	0	0	0	0	0	1	0	0
TAL2:ENSG00000186051	1	1	0	1	1	0	1	0
AIDA:ENSG00000186063	1315	1754	1291	1845	1449	2503	1987	1366
C15orf41:ENSG00000186073	327	443	261	349	257	427	304	189
CD300LF:ENSG00000186074	0	0	0	0	0	0	0	0
ZPBP2:ENSG00000186075	0	0	0	0	0	0	0	0
AC012085.1:ENSG00000186076	149	241	243	174	165	284	236	168
KRT5:ENSG00000186081	33487	42299	26088	36886	28332	57442	31836	22993
KRT18P14:ENSG00000186082	0	0	0	0	0	0	0	0
NBPF6:ENSG00000186086	0	0	0	0	0	0	0	0
GSAP:ENSG00000186088	182	238	160	219	185	367	263	126
HTR3D:ENSG00000186090	0	0	0	0	0	0	0	0
OR4F5:ENSG00000186092	0	0	0	0	0	0	0	0
AGBL4:ENSG00000186094	0	0	0	0	0	0	0	0
ARGFX:ENSG00000186103	0	0	0	0	0	0	0	0
CYP2R1:ENSG00000186104	106	150	48	66	56	121	162	64
LRRC70:ENSG00000186105	1	7	2	1	2	1	2	0
ANKRD46:ENSG00000186106	99	122	121	186	122	236	154	92
PIP5K1C:ENSG00000186111	889	1247	657	968	800	1476	1489	659
OR5D14:ENSG00000186113	0	0	0	0	0	0	0	0
CYP4F2:ENSG00000186115	1	3	0	2	0	2	1	0
TEX38:ENSG00000186118	1	1	0	0	0	0	0	0
OR5D18:ENSG00000186119	0	0	0	0	0	0	0	0
OR9M1P:ENSG00000186124	0	0	0	0	0	0	0	0
ZBTB6:ENSG00000186130	228	323	221	263	237	460	282	201
C2orf76:ENSG00000186132	49	50	40	51	40	65	35	32
TAS2R42:ENSG00000186136	0	0	0	0	0	0	0	0
POLR3C:ENSG00000186141	441	565	425	664	453	883	473	304
PRR30:ENSG00000186143	0	0	0	0	0	0	0	0
DEFB131A:ENSG00000186146	0	0	0	0	0	0	0	0
AC013268.1:ENSG00000186148	0	1	0	0	0	0	0	0
UBL4B:ENSG00000186150	0	0	0	0	0	0	0	0
LILRP1:ENSG00000186152	0	0	0	0	0	0	0	0
WWOX:ENSG00000186153	77	78	61	78	47	82	40	19
CYP4Z1:ENSG00000186160	1	1	0	0	3	1	0	0
CIDECP1:ENSG00000186162	71	92	62	96	99	171	110	41
AC245088.1:ENSG00000186163	0	0	0	0	0	0	0	0
CCDC84:ENSG00000186166	322	500	165	317	237	418	610	198
BCL9L:ENSG00000186174	4603	6296	3834	5413	3779	6606	7655	2889
POLR1D:ENSG00000186184	697	868	558	834	644	1235	664	542
KIF18B:ENSG00000186185	387	583	178	278	288	505	666	258
ZNRF1:ENSG00000186187	403	540	252	441	219	432	535	257
FFAR4:ENSG00000186188	14	18	11	6	11	8	7	2
BPIFB3:ENSG00000186190	0	0	0	0	0	0	0	0
BPIFB4:ENSG00000186191	0	0	0	0	0	0	0	0
SAPCD2:ENSG00000186193	579	852	292	432	345	584	420	306
EDARADD:ENSG00000186197	32	67	9	25	18	25	19	3
SLC51B:ENSG00000186198	0	0	0	0	0	0	0	0
CYP4F12:ENSG00000186204	376	507	115	191	112	170	167	69
MTARC1:ENSG00000186205	65	89	45	70	58	112	78	58
LCE5A:ENSG00000186207	2	2	0	1	1	3	1	0
SOWAHB:ENSG00000186212	32	37	7	12	3	12	10	7
BLOC1S4:ENSG00000186222	206	261	245	304	254	403	196	142
LCE1E:ENSG00000186226	0	1	0	0	0	1	0	0
ZNF749:ENSG00000186230	130	167	127	201	141	239	187	106
KLHL32:ENSG00000186231	1	1	0	1	0	2	0	1
FAM86MP:ENSG00000186234	0	0	0	0	0	0	0	0
AC091180.1:ENSG00000186244	0	0	0	0	0	0	0	0
MRTFB:ENSG00000186260	1565	2160	789	1125	1032	1801	2489	943
BTLA:ENSG00000186265	2	1	2	0	1	0	0	1
OR10D4P:ENSG00000186268	0	0	0	0	0	0	0	0
ZNF17:ENSG00000186272	183	246	156	266	166	272	230	106
KDM4D:ENSG00000186280	39	31	9	14	8	18	17	8
GPAT2:ENSG00000186281	0	0	0	1	0	0	0	0
TOR3A:ENSG00000186283	554	708	586	782	774	1561	910	594
PABPC1L2A:ENSG00000186288	0	0	0	0	0	0	0	0
GABRA5:ENSG00000186297	0	0	0	0	0	0	0	0
PPP1CC:ENSG00000186298	1227	1728	1124	1468	1323	2342	1532	1126
ZNF555:ENSG00000186300	37	60	52	83	42	80	87	48
MST1P2:ENSG00000186301	16	37	7	5	5	7	30	8
OR10T2:ENSG00000186306	0	0	0	0	0	0	0	0
