	EBC1SAMP0h1_h0	EBC1SAMP0h2_h0	EBC1S3AMP3hHGF1_h3	EBC1S3AMP3hHGF2_h3	EBC1S6AMP6hHGF1_h6	EBC1S6AMP6hHGF2_h6	EBC1S12AMP12hHGF1_h12	EBC1S12AMP12hHGF2_h12
AC087638.1:ENSG00000200008	0	0	0	0	0	0	0	0
AC025260.1:ENSG00000200011	0	0	0	0	0	0	0	0
RNU6-623P:ENSG00000200013	0	0	0	0	0	0	0	0
AC093895.1:ENSG00000200024	0	0	0	0	0	0	0	0
AL161448.1:ENSG00000200026	0	0	0	0	0	0	0	0
RNU6-642P:ENSG00000200029	0	0	0	0	0	0	0	0
RNU6-403P:ENSG00000200033	0	0	0	0	0	0	0	0
RNU4-73P:ENSG00000200034	0	0	0	0	0	0	0	0
AL392166.1:ENSG00000200040	0	0	0	0	0	0	0	0
AL133548.1:ENSG00000200041	0	0	0	0	0	0	0	0
RN7SKP115:ENSG00000200047	0	0	0	0	0	0	0	0
RNU6-812P:ENSG00000200048	0	0	0	0	0	0	0	0
AC097658.1:ENSG00000200049	0	0	0	0	0	0	0	0
AC011399.1:ENSG00000200051	0	0	0	0	0	0	0	0
AC140119.1:ENSG00000200052	0	0	0	0	0	0	0	0
RN7SKP63:ENSG00000200057	0	0	0	0	0	0	0	0
AC009065.1:ENSG00000200059	0	0	0	0	0	0	0	0
AC087893.1:ENSG00000200060	0	0	0	0	0	0	0	0
RNU4-58P:ENSG00000200062	0	0	0	0	0	0	0	0
AC061992.1:ENSG00000200063	0	0	0	0	0	0	0	0
RNY4P9:ENSG00000200064	0	0	0	0	0	0	0	0
AC025178.1:ENSG00000200065	0	0	0	0	0	0	0	0
RNU4-80P:ENSG00000200070	0	0	0	0	0	0	0	0
AL138691.1:ENSG00000200072	0	0	0	0	0	0	0	0
AC022973.1:ENSG00000200075	0	0	0	0	0	0	0	0
SNORD68:ENSG00000200084	0	0	0	0	0	0	0	0
AC099570.2:ENSG00000200085	0	0	0	0	0	0	0	0
RNU6-433P:ENSG00000200086	0	0	0	0	0	0	0	0
SNORA73B:ENSG00000200087	2	1	2	3	5	1	0	8
SNORD114-31:ENSG00000200089	0	0	0	0	0	0	0	0
AC021443.1:ENSG00000200090	0	0	0	0	1	0	0	0
RN7SKP163:ENSG00000200091	0	0	0	0	0	0	0	0
RNU6-181P:ENSG00000200095	0	0	0	0	0	0	0	0
RNU6-1167P:ENSG00000200097	0	0	0	0	0	0	0	0
RNU6-508P:ENSG00000200101	0	0	0	0	0	0	0	0
RNU6-252P:ENSG00000200102	0	0	0	0	0	0	0	0
RNU6-251P:ENSG00000200105	0	0	0	0	0	0	0	0
RNU6-984P:ENSG00000200106	0	0	0	0	0	0	0	0
RNU6-1249P:ENSG00000200107	0	0	0	0	0	0	0	0
RNU6-774P:ENSG00000200108	0	0	0	0	0	0	0	0
AC012157.1:ENSG00000200112	0	0	0	0	0	0	0	0
AC078843.1:ENSG00000200113	0	0	0	0	0	0	0	0
AC023891.1:ENSG00000200118	0	0	0	0	0	0	0	0
AC013452.1:ENSG00000200120	0	0	0	0	0	0	0	0
AC096649.1:ENSG00000200121	0	0	0	0	0	0	0	0
RN7SKP77:ENSG00000200131	0	0	0	0	0	0	0	0
RNU6-1021P:ENSG00000200132	0	0	0	0	0	0	0	0
AC073575.1:ENSG00000200135	0	0	0	0	0	0	0	0
RNY1P10:ENSG00000200138	0	0	0	0	0	0	0	0
RNU6-778P:ENSG00000200139	0	0	0	0	0	0	0	0
AC068831.1:ENSG00000200142	0	0	0	0	0	0	0	0
RNU6-544P:ENSG00000200146	0	0	0	0	0	0	0	0
AL132709.1:ENSG00000200150	0	0	0	0	0	0	0	0
RN7SKP231:ENSG00000200151	0	0	0	0	0	0	0	0
RNU6-216P:ENSG00000200152	0	0	0	0	0	0	0	0
RNU6-23P:ENSG00000200153	0	0	0	0	0	0	0	0
RNU5B-1:ENSG00000200156	1	0	0	0	1	1	0	0
RN7SKP145:ENSG00000200161	0	0	0	0	0	0	0	0
AC069509.1:ENSG00000200162	0	0	0	0	0	0	0	0
SNORD115-18:ENSG00000200163	0	0	0	0	0	0	0	0
AC009131.1:ENSG00000200164	0	0	0	0	0	0	0	0
RNU5D-1:ENSG00000200169	0	0	0	0	0	0	0	0
AL607035.1:ENSG00000200170	0	0	0	0	0	0	0	0
AL359839.1:ENSG00000200171	0	0	0	0	0	0	0	0
AL162739.1:ENSG00000200174	0	0	0	0	0	0	0	0
RNU6-1309P:ENSG00000200175	0	0	0	0	0	0	0	0
RNU1-19P:ENSG00000200176	0	0	0	0	0	0	0	0
AC008848.1:ENSG00000200179	0	0	0	0	0	0	0	0
RNU6-238P:ENSG00000200183	0	0	0	0	0	0	0	0
RNU1-20P:ENSG00000200184	0	0	0	0	0	0	0	0
RNU6-832P:ENSG00000200189	0	0	0	0	0	0	0	0
AC104012.1:ENSG00000200191	0	0	0	0	0	0	0	0
RNU1-21P:ENSG00000200197	0	0	0	0	0	0	0	0
RN7SKP211:ENSG00000200198	0	0	0	0	0	0	0	0
AC060812.1:ENSG00000200201	0	0	0	0	0	0	0	0
RNU1-22P:ENSG00000200204	0	0	0	0	0	0	0	0
AC016180.1:ENSG00000200206	0	0	0	0	0	0	0	0
AL109954.1:ENSG00000200208	0	0	0	0	0	0	0	0
AC011479.1:ENSG00000200209	0	0	0	0	0	0	0	0
RNY4P27:ENSG00000200211	0	0	0	0	0	0	0	0
RNU6-992P:ENSG00000200213	0	0	0	0	0	0	0	0
SNORD113-6:ENSG00000200215	0	0	0	0	0	0	0	0
RNU6-745P:ENSG00000200216	0	0	0	0	0	0	0	0
RNU6-839P:ENSG00000200217	0	0	0	0	0	0	0	0
RNU6-697P:ENSG00000200218	0	0	0	0	0	0	0	0
RNU6-179P:ENSG00000200220	0	0	0	0	0	0	0	0
AC092040.1:ENSG00000200222	0	0	0	0	0	0	0	0
RNU6-626P:ENSG00000200224	0	0	0	0	0	0	0	0
RNU1-23P:ENSG00000200231	0	0	0	0	0	0	0	0
AC116353.1:ENSG00000200235	0	0	0	0	0	0	0	0
AC008752.1:ENSG00000200237	0	0	0	0	0	0	0	0
AC009309.1:ENSG00000200241	0	0	0	0	0	0	0	0
RN7SKP79:ENSG00000200243	0	0	0	0	0	0	0	0
RNU6-254P:ENSG00000200247	0	0	0	0	0	0	0	0
RNU6-1147P:ENSG00000200250	0	0	0	0	0	0	0	0
AC092868.1:ENSG00000200252	0	0	0	0	0	0	0	0
RNU6-529P:ENSG00000200253	0	0	0	0	0	0	0	0
RNU6-536P:ENSG00000200254	0	0	0	0	0	0	0	0
AP003031.2:ENSG00000200256	0	0	0	0	0	0	0	0
RNU6-97P:ENSG00000200257	0	0	0	0	0	0	0	0
SNORD35A:ENSG00000200259	0	0	0	0	0	0	0	0
AL158824.1:ENSG00000200261	0	0	0	0	0	0	0	0
AL162430.1:ENSG00000200262	0	0	0	0	0	0	0	0
RNU6-66P:ENSG00000200267	0	0	0	0	0	0	0	0
RNU6-838P:ENSG00000200269	0	0	0	0	0	0	0	0
RNU4-32P:ENSG00000200274	0	0	0	0	0	0	0	0
SNORD114-10:ENSG00000200279	0	0	0	0	0	0	0	0
RNU6-624P:ENSG00000200281	0	0	0	0	0	0	0	0
AC105398.1:ENSG00000200283	0	0	0	0	0	0	0	0
AC016910.1:ENSG00000200287	0	0	0	0	0	0	0	0
AC026355.1:ENSG00000200288	0	0	0	0	0	0	0	0
AC006963.1:ENSG00000200291	0	0	0	0	0	0	0	0
AL607035.2:ENSG00000200294	0	0	0	0	0	0	0	0
RNU6-527P:ENSG00000200295	0	0	0	0	0	0	0	0
RNU1-83P:ENSG00000200296	0	0	0	0	0	0	0	0
AC005477.1:ENSG00000200298	0	0	0	0	0	0	0	0
RNU6-940P:ENSG00000200303	0	0	0	0	0	0	0	0
RNU6-1255P:ENSG00000200304	0	0	0	0	0	0	0	0
AC012377.1:ENSG00000200305	0	0	0	0	0	0	0	0
AC011603.1:ENSG00000200309	0	0	0	0	0	0	0	0
RN7SKP255:ENSG00000200312	0	0	0	0	0	0	0	0
AL109920.1:ENSG00000200314	0	0	0	0	0	0	0	0
AC090515.1:ENSG00000200318	0	0	0	0	0	0	0	0
SNORA63:ENSG00000200320	0	0	0	0	0	0	1	0
AL121762.1:ENSG00000200325	0	0	0	0	0	0	0	0
RNU6-183P:ENSG00000200331	0	0	0	0	0	0	0	0
Z83840.1:ENSG00000200332	0	0	0	0	0	0	0	0
AC008427.1:ENSG00000200334	0	0	0	0	0	0	0	0
RNU1-49P:ENSG00000200338	0	0	0	0	0	0	0	0
RNU1-105P:ENSG00000200340	0	0	0	0	0	0	0	0
RNA5S8:ENSG00000200343	0	0	0	0	0	0	0	0
AL034417.1:ENSG00000200344	0	0	0	0	0	0	0	0
RNU6-485P:ENSG00000200345	0	0	0	0	0	0	0	0
RNU6-1285P:ENSG00000200350	0	0	0	0	0	0	0	0
AC022121.1:ENSG00000200351	0	0	0	0	0	0	0	0
SNORA71D:ENSG00000200354	0	0	0	0	0	0	0	0
AC108667.1:ENSG00000200355	0	0	0	0	0	0	0	0
RNU6-833P:ENSG00000200356	0	0	0	0	0	0	0	0
RNU6-792P:ENSG00000200360	0	0	0	0	0	0	0	0
AC080097.1:ENSG00000200361	0	0	0	0	0	0	0	0
RNU6-511P:ENSG00000200366	0	0	0	0	0	0	0	0
SNORD113-8:ENSG00000200367	0	0	0	0	0	0	0	0
RNU6-666P:ENSG00000200369	0	0	0	0	0	0	0	0
RNA5S17:ENSG00000200370	0	0	0	0	0	0	0	0
RNU5E-8P:ENSG00000200372	0	0	0	0	0	0	0	0
RNU5E-10P:ENSG00000200376	0	0	0	0	0	0	0	0
AC012501.1:ENSG00000200377	0	0	0	0	0	0	0	0
RNU5B-4P:ENSG00000200378	0	0	0	0	0	0	0	0
RN7SKP45:ENSG00000200379	0	0	0	0	0	0	0	0
RNA5S4:ENSG00000200381	0	0	0	0	0	0	0	0
AL136296.1:ENSG00000200385	0	0	0	0	0	0	0	0
RNU6-618P:ENSG00000200388	0	0	0	0	0	0	0	0
RNU6-509P:ENSG00000200389	0	0	0	0	0	0	0	0
AC006011.1:ENSG00000200390	0	0	0	0	0	0	0	0
AC023356.1:ENSG00000200391	0	0	0	0	0	0	0	0
RNU6-698P:ENSG00000200393	0	0	0	0	0	0	0	0
SNORA38B:ENSG00000200394	0	0	0	0	0	0	0	0
AC005076.1:ENSG00000200397	0	0	0	0	0	0	0	0
SNORD115-24:ENSG00000200398	0	0	0	0	0	0	0	0
RNU6-1099P:ENSG00000200403	0	0	0	0	0	0	0	0
SNORD114-23:ENSG00000200406	0	0	0	0	0	0	0	0
RNU6-1169P:ENSG00000200407	0	0	0	0	0	0	0	0
SNORD114-26:ENSG00000200413	0	0	0	0	0	0	0	0
SNORA63B:ENSG00000200418	0	0	0	0	1	0	0	0
AC090527.1:ENSG00000200419	0	0	0	0	0	0	0	0
AC104336.1:ENSG00000200421	0	0	0	0	0	0	0	0
AL590229.1:ENSG00000200422	0	0	0	0	0	0	0	0
RNU6-1155P:ENSG00000200424	0	0	0	0	0	0	0	0
AL355615.1:ENSG00000200427	0	0	0	0	0	0	0	0
AC078818.1:ENSG00000200428	0	0	0	0	0	0	0	0
RNU4-81P:ENSG00000200431	0	0	0	0	0	0	0	0
AC108059.1:ENSG00000200432	0	0	0	0	0	0	0	0
AC000114.1:ENSG00000200436	0	0	0	0	0	0	0	0
RNU6-799P:ENSG00000200437	0	0	0	0	0	0	0	0
RNU6-1066P:ENSG00000200443	0	0	0	0	0	0	0	0
RNU6-1339P:ENSG00000200444	0	0	0	0	0	0	0	0
RNU6-1085P:ENSG00000200446	0	0	0	0	0	0	0	0
AL049757.1:ENSG00000200448	0	0	0	0	0	0	0	0
RNU6-1112P:ENSG00000200455	0	0	0	0	0	0	0	0
RNU6-1097P:ENSG00000200456	0	0	0	0	0	0	0	0
RNU6-727P:ENSG00000200462	0	0	0	0	0	0	0	0
SNORD118:ENSG00000200463	0	0	0	0	0	0	0	0
RNU6-112P:ENSG00000200469	0	0	0	0	0	0	0	0
RNU6-1125P:ENSG00000200471	0	0	0	0	0	0	0	0
RN7SKP44:ENSG00000200472	0	0	0	0	0	0	0	0
RN7SKP162:ENSG00000200475	0	0	0	0	0	0	0	0
SNORD115-41:ENSG00000200478	0	0	0	0	0	0	0	0
SNORD114-28:ENSG00000200480	0	0	0	0	0	0	0	0
RNU6-1017P:ENSG00000200483	0	0	0	0	0	0	0	0
RNU6-1244P:ENSG00000200484	0	0	0	0	0	0	0	0
AC131263.1:ENSG00000200485	0	0	0	0	0	0	0	0
SNORD115-11:ENSG00000200486	0	0	0	0	0	0	0	0
RN7SKP203:ENSG00000200488	0	0	0	0	0	0	0	0
AL590814.1:ENSG00000200492	0	0	0	0	0	0	0	0
AL135938.1:ENSG00000200494	0	0	0	0	0	0	0	0
RNU6-1205P:ENSG00000200495	0	0	0	0	0	0	0	0
AP001782.1:ENSG00000200496	0	0	0	0	0	0	0	0
AL512604.1:ENSG00000200502	0	0	0	0	1	2	0	0
SNORD115-5:ENSG00000200503	0	0	0	0	0	0	0	0
AL160313.1:ENSG00000200506	0	0	0	0	0	0	0	0
AL138793.1:ENSG00000200508	0	0	0	0	0	0	0	0
RNU6-1214P:ENSG00000200520	0	0	0	0	0	0	0	0
AC104787.1:ENSG00000200521	0	0	0	0	0	0	0	0
RNU6-957P:ENSG00000200522	0	0	0	0	0	0	0	0
RNU6-1209P:ENSG00000200525	0	0	0	0	0	0	0	0
RNY4P14:ENSG00000200526	0	0	0	0	0	0	0	0
RNU6-1331P:ENSG00000200528	0	0	0	0	0	0	0	0
SNORD35B:ENSG00000200530	0	0	0	0	0	0	0	0
SNORA33:ENSG00000200534	0	0	0	0	0	0	0	0
AL137790.1:ENSG00000200536	0	0	0	0	0	0	0	0
RNY4P6:ENSG00000200537	0	0	0	0	0	0	0	0
AC036222.1:ENSG00000200538	0	0	0	0	0	0	0	0
AL356472.1:ENSG00000200544	0	0	0	0	0	0	0	0
AL157895.1:ENSG00000200545	0	0	0	0	0	0	0	0
AL390066.1:ENSG00000200547	0	0	0	0	0	0	0	0
RNU6-137P:ENSG00000200550	0	0	0	0	0	0	0	0
AC091390.2:ENSG00000200552	0	0	0	0	0	0	0	0
AC097173.1:ENSG00000200553	0	0	0	0	0	0	0	0
RNU6-1020P:ENSG00000200554	0	0	0	0	0	0	0	0
RNU6-525P:ENSG00000200555	0	0	0	0	0	0	0	0
RNU6-103P:ENSG00000200556	0	0	0	0	0	0	0	0
RNU6-288P:ENSG00000200560	0	0	0	0	0	0	0	0
RNU6-640P:ENSG00000200563	0	0	0	0	0	0	0	0
SNORD115-39:ENSG00000200564	0	0	0	0	0	0	0	0
RNU5F-7P:ENSG00000200566	0	0	0	0	0	0	0	0
RNU6-829P:ENSG00000200570	0	0	0	0	0	0	0	0
RNU6-1284P:ENSG00000200571	0	0	0	0	0	0	0	0
AC002407.1:ENSG00000200572	0	0	0	0	0	0	0	0
RNU6-414P:ENSG00000200575	0	0	0	0	0	0	0	0
AC144536.1:ENSG00000200579	0	0	0	0	0	0	0	0
AC114489.1:ENSG00000200591	0	0	0	0	0	0	0	0
SNORD115-33:ENSG00000200593	0	0	0	0	0	0	0	0
RNU6-824P:ENSG00000200594	0	0	0	0	0	0	0	0
RNVU1-33:ENSG00000200597	0	0	0	0	0	0	0	0
AC026784.1:ENSG00000200600	0	0	0	0	0	0	0	0
AC009753.1:ENSG00000200605	0	0	0	0	0	0	0	0
SNORD114-11:ENSG00000200608	0	0	0	0	0	0	0	0
AC079946.1:ENSG00000200610	0	0	0	0	0	0	0	0
SNORD114-25:ENSG00000200612	0	0	0	0	0	0	0	0
AC107939.1:ENSG00000200615	0	0	0	0	0	0	0	0
AC117456.1:ENSG00000200616	0	0	0	0	0	0	0	0
AC112497.1:ENSG00000200620	0	0	0	0	0	0	0	0
RNU6-1059P:ENSG00000200622	0	0	0	0	0	0	0	0
SNORD18A:ENSG00000200623	0	0	0	0	0	0	0	0
RNA5S6:ENSG00000200624	0	0	0	0	0	0	0	0
RNY1P11:ENSG00000200629	0	0	0	0	0	0	0	0
AC015641.1:ENSG00000200630	0	0	0	0	0	0	0	0
SNORD113-7:ENSG00000200632	0	0	0	0	0	0	0	0
AL627224.1:ENSG00000200635	0	0	0	0	0	0	0	0
SNORD114-27:ENSG00000200636	0	0	0	0	0	0	0	0
RNU5F-3P:ENSG00000200637	0	0	0	0	0	0	0	0
SNORD115-37:ENSG00000200638	0	0	0	0	0	0	0	0
RNU6-1210P:ENSG00000200645	0	0	0	0	0	0	0	0
AC006116.1:ENSG00000200646	0	0	0	0	0	0	0	0
RNU6-226P:ENSG00000200648	0	0	0	0	0	0	0	0
AC111170.1:ENSG00000200651	0	0	0	0	0	0	0	0
AC136611.1:ENSG00000200652	0	0	0	0	0	0	0	0
RNU4-92P:ENSG00000200653	0	0	0	0	0	0	0	0
SNORA5B:ENSG00000200656	0	0	0	0	0	0	0	0
SNORD116-10:ENSG00000200661	0	0	0	0	0	0	0	0
AC011893.1:ENSG00000200664	0	0	0	0	0	0	0	0
RNU6-1188P:ENSG00000200665	0	0	0	0	0	0	0	0
RNU6-912P:ENSG00000200670	0	0	0	0	0	0	0	0
RN7SKP174:ENSG00000200673	0	0	0	0	0	0	0	0
RN7SKP160:ENSG00000200674	0	0	0	0	0	0	0	1
AC021422.1:ENSG00000200677	0	0	0	0	0	0	0	0
SNORD115-4:ENSG00000200680	0	0	0	0	0	0	0	0
RNU6-263P:ENSG00000200681	0	0	0	0	0	0	0	0
RNU6-379P:ENSG00000200683	0	0	0	0	0	0	0	0
AC013828.1:ENSG00000200685	0	0	0	0	0	0	0	0
RNY3P3:ENSG00000200686	0	0	0	0	0	0	0	0
AC073575.2:ENSG00000200688	0	0	0	0	0	0	0	0
AL136038.1:ENSG00000200693	0	0	0	0	0	0	0	0
RNU6-674P:ENSG00000200701	0	0	0	0	0	0	0	0
AC018719.1:ENSG00000200702	0	0	0	0	0	0	0	0
RNU6-873P:ENSG00000200703	0	0	0	0	0	0	0	0
AL033518.1:ENSG00000200706	0	0	0	0	0	0	0	0
RN7SKP93:ENSG00000200708	0	0	0	0	0	0	0	0
RNU6-682P:ENSG00000200713	0	0	0	0	0	0	0	0
AC100814.1:ENSG00000200714	0	0	0	0	0	0	0	0
RN7SKP103:ENSG00000200718	0	0	0	0	0	0	0	0
RNU6-931P:ENSG00000200720	0	0	0	0	0	0	0	0
SNORD115-8:ENSG00000200726	0	0	0	0	0	0	0	0
RNU6-271P:ENSG00000200728	0	0	0	0	0	0	0	0
RNU1-124P:ENSG00000200731	0	0	0	0	0	0	0	0
RNU6-194P:ENSG00000200732	0	0	0	0	0	0	0	0
AL355821.1:ENSG00000200733	0	0	0	0	0	0	0	0
AL355490.1:ENSG00000200737	0	0	0	0	0	0	0	0
AL138499.1:ENSG00000200742	0	0	0	0	0	0	0	0
RNU1-31P:ENSG00000200745	0	0	0	0	0	0	0	0
AC091038.1:ENSG00000200750	0	0	0	0	0	0	0	0
AC087687.1:ENSG00000200752	0	0	0	0	0	0	0	0
AC004130.1:ENSG00000200753	0	0	0	0	0	0	0	0
AP000967.2:ENSG00000200754	0	0	0	0	0	0	0	0
RNU6-236P:ENSG00000200756	0	0	0	0	0	0	0	0
SNORD115-16:ENSG00000200757	0	0	0	0	0	0	0	0
RNU6-884P:ENSG00000200759	0	0	0	0	0	0	0	0
RN7SKP113:ENSG00000200761	0	0	0	0	0	0	0	0
RNU6-961P:ENSG00000200763	0	0	0	0	0	0	0	0
AC096772.1:ENSG00000200764	0	0	0	0	0	0	0	0
AC000120.1:ENSG00000200769	0	0	0	0	0	0	0	0
RNU6-478P:ENSG00000200774	0	0	0	0	0	0	0	0
RNU6-105P:ENSG00000200779	0	0	0	0	0	0	0	0
RN7SKP180:ENSG00000200783	1	1	0	0	0	1	0	2
SNORD8:ENSG00000200785	0	0	0	0	0	0	0	0
AL445222.1:ENSG00000200788	0	0	0	0	0	0	0	0
RNU1-65P:ENSG00000200789	0	0	0	0	0	0	0	0
RNU6-631P:ENSG00000200790	0	0	0	0	0	0	0	0
SNORA80A:ENSG00000200792	0	0	0	0	0	0	0	0
RN7SKP250:ENSG00000200794	0	0	0	0	0	0	0	0
RNU4-1:ENSG00000200795	3	0	0	0	1	0	0	0
RNU6-753P:ENSG00000200796	0	0	0	0	0	0	0	0
RNU6-770P:ENSG00000200799	0	0	0	0	0	0	0	0
RNU1-130P:ENSG00000200800	0	0	0	0	0	0	0	0
SNORD115-28:ENSG00000200801	0	0	0	0	0	0	0	0
RNU1-32P:ENSG00000200807	0	0	0	0	0	0	0	0
SNORD115-6:ENSG00000200812	0	0	0	0	0	0	0	0
RNU6-595P:ENSG00000200814	0	0	0	0	0	0	0	0
RNU6-1091P:ENSG00000200815	0	0	0	0	0	0	0	0
SNORA38:ENSG00000200816	0	0	0	0	0	0	0	0
RNU6-899P:ENSG00000200817	0	0	0	0	0	0	0	0
RNU6-1204P:ENSG00000200818	0	0	0	0	0	0	0	0
AC010980.1:ENSG00000200822	0	0	0	0	0	0	0	0
SNORD114-2:ENSG00000200823	0	0	0	0	0	0	0	0
RNU6-324P:ENSG00000200827	0	0	0	0	0	0	0	0
AC023137.1:ENSG00000200829	0	0	0	0	0	0	0	0
RN7SKP134:ENSG00000200830	0	0	0	0	0	0	0	0
SNORD36B:ENSG00000200831	0	0	0	0	0	0	0	0
SNORD114-4:ENSG00000200832	0	0	0	0	0	0	0	0
AL139113.1:ENSG00000200834	0	0	0	0	0	0	0	0
RNU6-82P:ENSG00000200840	0	0	0	0	0	0	0	0
AC018628.1:ENSG00000200842	0	0	0	0	0	0	0	0
AC023105.1:ENSG00000200847	0	0	0	0	0	0	0	0
AL354916.1:ENSG00000200849	0	0	0	0	0	0	0	0
AP003307.1:ENSG00000200855	0	0	0	0	0	0	0	0
AC004966.1:ENSG00000200857	0	0	0	0	0	0	0	0
AL157997.1:ENSG00000200860	0	0	0	0	0	0	0	0
RN7SKP36:ENSG00000200867	0	0	0	0	0	0	0	0
RNU6-457P:ENSG00000200869	0	0	0	0	0	0	0	0
RNU6-810P:ENSG00000200871	0	0	0	0	0	0	0	0
AC211429.1:ENSG00000200874	0	0	0	0	0	0	0	0
RNU6-340P:ENSG00000200875	0	0	0	0	0	0	0	0
RNU6-560P:ENSG00000200877	0	0	0	0	0	0	0	0
SNORD14E:ENSG00000200879	0	0	0	0	0	0	0	0
RNU6-681P:ENSG00000200882	0	0	0	0	0	0	0	0
AP001033.1:ENSG00000200883	0	0	0	0	0	0	0	0
AC008850.1:ENSG00000200884	0	0	0	0	0	0	0	0
RNU1-146P:ENSG00000200885	0	0	0	0	0	0	0	0
RNU6-598P:ENSG00000200887	0	0	0	0	0	0	0	0
AC116493.1:ENSG00000200888	0	0	0	0	0	0	0	0
RNU4-13P:ENSG00000200889	0	0	0	0	0	0	0	0
AC063965.1:ENSG00000200891	0	0	0	0	0	0	0	0
RNU6-944P:ENSG00000200893	0	0	0	0	0	0	0	0
RN7SKP245:ENSG00000200895	0	0	0	0	0	0	0	0
AC009774.1:ENSG00000200897	0	0	0	0	0	0	0	0
RNU6-1243P:ENSG00000200898	0	0	0	0	0	0	0	0
RNU6-627P:ENSG00000200902	0	0	0	0	0	0	0	0
RNU1-42P:ENSG00000200903	0	0	0	0	0	0	0	0
RNU6-854P:ENSG00000200906	0	0	0	0	0	0	0	0
SNORD46:ENSG00000200913	0	0	0	0	0	0	0	0
RNU6-553P:ENSG00000200917	0	0	0	0	0	0	0	0
AL138751.1:ENSG00000200922	0	0	0	0	0	0	0	0
RNU6-1048P:ENSG00000200924	0	0	0	0	0	0	0	0
RNU6-960P:ENSG00000200926	0	0	0	0	0	0	0	0
RNU6-1090P:ENSG00000200935	0	0	0	0	0	0	0	0
RNU6-694P:ENSG00000200941	0	0	0	0	0	0	0	0
RNU6-501P:ENSG00000200942	0	0	0	0	0	0	0	0
SNORD115-32:ENSG00000200949	0	0	0	0	0	0	0	0
AC087884.1:ENSG00000200953	0	0	0	0	0	0	0	0
RNU6-801P:ENSG00000200957	0	0	0	0	0	0	0	0
SNORA74A:ENSG00000200959	0	1	0	0	0	0	0	0
RNU6-289P:ENSG00000200963	0	0	0	0	0	0	0	0
RN7SKP87:ENSG00000200966	0	0	0	0	0	0	0	0
AL158154.1:ENSG00000200969	0	0	0	0	0	0	0	0
RNU5A-8P:ENSG00000200972	0	0	0	0	0	0	0	0
RNU4-87P:ENSG00000200974	0	0	0	0	0	0	0	0
RNU1-7P:ENSG00000200975	0	0	0	0	0	0	0	0
AC004882.1:ENSG00000200976	0	0	0	0	0	0	0	0
AC099570.3:ENSG00000200982	0	0	0	0	0	0	0	0
SNORA3A:ENSG00000200983	0	0	0	0	0	0	0	0
RNU6-819P:ENSG00000200986	0	0	0	0	0	0	0	0
SNORD115-30:ENSG00000200987	0	0	0	0	0	0	0	0
AC012291.1:ENSG00000200991	0	0	0	0	0	0	0	0
RNVU1-34:ENSG00000200997	0	0	0	0	0	0	0	0
AC112253.1:ENSG00000200998	0	0	0	0	0	0	0	0
AC107390.1:ENSG00000200999	0	0	0	0	0	0	0	0
RNU6-270P:ENSG00000201001	0	0	0	0	0	0	0	0
AL049745.1:ENSG00000201003	0	0	0	0	0	0	0	0
AC018866.1:ENSG00000201006	0	0	0	0	0	0	0	0
AC009365.2:ENSG00000201009	0	0	0	0	0	0	0	0
RN7SKP224:ENSG00000201010	0	0	0	0	0	0	0	0
AL133544.1:ENSG00000201012	0	0	0	0	0	0	0	0
AC013726.1:ENSG00000201013	0	0	0	0	0	0	0	0
RNU6-280P:ENSG00000201015	0	0	0	0	0	0	0	0
RNU6-374P:ENSG00000201016	0	0	0	0	0	0	0	0
RNU6-743P:ENSG00000201021	0	0	0	0	0	0	0	0
RNY3P11:ENSG00000201023	0	0	0	0	0	0	0	0
SNORD74B:ENSG00000201025	0	0	0	0	0	0	0	0
AC138982.1:ENSG00000201026	0	0	0	0	0	0	0	0
RN7SKP107:ENSG00000201027	0	0	0	0	0	0	0	0
RNU6-151P:ENSG00000201028	0	0	0	0	0	0	0	0
AC021059.1:ENSG00000201031	0	0	0	0	0	0	0	0
RNU6-704P:ENSG00000201032	0	0	0	0	0	0	0	0
RNU1-96P:ENSG00000201033	0	0	0	0	0	0	0	0
AL049542.1:ENSG00000201034	0	0	0	0	0	0	0	0
AL132709.2:ENSG00000201036	0	0	0	0	0	0	0	0
AC087863.1:ENSG00000201042	0	0	0	0	0	0	0	0
RNU6-268P:ENSG00000201044	0	0	0	0	0	0	0	0
AL731563.1:ENSG00000201047	0	0	0	0	0	0	0	0
AL358777.1:ENSG00000201048	0	0	0	0	0	0	0	0
RNU6-668P:ENSG00000201050	0	0	0	0	0	0	0	0
RNU6-461P:ENSG00000201065	0	0	0	0	0	0	0	0
RN7SKP280:ENSG00000201066	0	0	0	0	0	0	0	0
RNU4-84P:ENSG00000201070	0	0	0	0	0	0	0	0
AC100840.1:ENSG00000201071	0	0	0	0	0	0	0	0
AL583839.1:ENSG00000201074	0	0	0	0	0	0	0	0
AC040173.1:ENSG00000201075	0	0	0	0	0	0	0	0
RNU4-51P:ENSG00000201076	0	0	0	0	0	0	0	0
RNU6-188P:ENSG00000201077	0	0	0	0	0	0	0	0
RN7SKP214:ENSG00000201078	0	0	0	0	0	0	0	0
AC068448.1:ENSG00000201084	0	0	0	0	0	0	0	0
RNU6-173P:ENSG00000201085	0	0	0	0	0	0	0	0
AC013467.1:ENSG00000201088	0	0	0	0	0	0	0	0
RNU6-266P:ENSG00000201095	0	0	0	0	0	0	0	0
